P34897_CHEMBL4295747	CHEMBL4444569	0
P34897_CHEMBL4295747	CHEMBL4475301	0
P34897_CHEMBL4295747	CHEMBL506	1
P34897_CHEMBL4295747	CHEMBL4546678	0
P34897_CHEMBL4295747	CHEMBL1316917	0
P34897_CHEMBL4295747	CHEMBL4436395	0
P34897_CHEMBL4295747	CHEMBL4460129	0
P34897_CHEMBL4295747	CHEMBL4471431	0
P34897_CHEMBL4295747	CHEMBL4461427	0
P34897_CHEMBL4295747	CHEMBL1423359	0
P34897_CHEMBL4295747	CHEMBL1394684	0
P34897_CHEMBL4295747	CHEMBL1597785	0
P34897_CHEMBL4295747	CHEMBL4444905	0
P34897_CHEMBL4295747	CHEMBL4525702	0
P34897_CHEMBL4295747	CHEMBL4438368	0
P34897_CHEMBL4295747	CHEMBL4526369	0
P34897_CHEMBL4295747	CHEMBL4467802	0
P34897_CHEMBL4295747	CHEMBL4461066	0
P34897_CHEMBL4295747	CHEMBL1365923	0
P34897_CHEMBL4295747	CHEMBL4518973	0
P34897_CHEMBL4295747	CHEMBL4474972	0
P34897_CHEMBL4295747	CHEMBL4463480	0
P34897_CHEMBL4295747	CHEMBL4451117	0
P34897_CHEMBL4295747	CHEMBL4526686	0
P34897_CHEMBL4295747	CHEMBL4566107	0
P34897_CHEMBL4295747	CHEMBL4569167	0
P34897_CHEMBL4295747	CHEMBL4553385	0
P34897_CHEMBL4295747	CHEMBL4450364	0
P34897_CHEMBL4295747	CHEMBL4483015	0
P34897_CHEMBL4295747	CHEMBL4456240	0
P34897_CHEMBL4295747	CHEMBL4567391	0
P34897_CHEMBL4295747	CHEMBL4569147	0
P34897_CHEMBL4295747	CHEMBL4466847	0
P34897_CHEMBL4295747	CHEMBL1445762	0
P34897_CHEMBL4295747	CHEMBL4520757	0
P34897_CHEMBL4295747	CHEMBL4473357	0
P34897_CHEMBL4295747	CHEMBL1349514	0
P34897_CHEMBL4295747	CHEMBL4445305	0
P34897_CHEMBL4295747	CHEMBL4443433	0
P34897_CHEMBL4295747	CHEMBL4471192	0
P34897_CHEMBL4295747	CHEMBL4440469	0
P34897_CHEMBL4295747	CHEMBL4536110	0
P34897_CHEMBL4295747	CHEMBL4465418	0
P34897_CHEMBL4295747	CHEMBL4519144	0
P34897_CHEMBL4295747	CHEMBL4518849	0
P34897_CHEMBL4295747	CHEMBL4456033	0
P34897_CHEMBL4295747	CHEMBL4529228	0
P34897_CHEMBL4295747	CHEMBL4515532	0
P34897_CHEMBL4295747	CHEMBL4560380	0
P34897_CHEMBL4295747	CHEMBL1510877	0
P34897_CHEMBL4295747	CHEMBL1304927	0
P34897_CHEMBL4295747	CHEMBL4534411	0
P34897_CHEMBL4295747	CHEMBL4455725	0
P34897_CHEMBL4295747	CHEMBL4538407	0
P34897_CHEMBL4295747	CHEMBL4464489	0
P34897_CHEMBL4295747	CHEMBL4515681	0
P34897_CHEMBL4295747	CHEMBL4450484	0
P34897_CHEMBL4295747	CHEMBL4472483	0
P34897_CHEMBL4295747	CHEMBL4557965	0
P34897_CHEMBL4295747	CHEMBL225072	0
P34897_CHEMBL4295747	CHEMBL4584803	0
P34897_CHEMBL4295747	CHEMBL4462291	0
P34897_CHEMBL4295747	CHEMBL4593782	0
P34897_CHEMBL4295747	CHEMBL4530797	0
P34897_CHEMBL4295747	CHEMBL582132	1
P34897_CHEMBL4295747	CHEMBL255044	1
P34897_CHEMBL4295747	CHEMBL4458319	0
