P07607_CHEMBL3160	CHEMBL917	1
Q99028_CHEMBL2176837	CHEMBL141858	0
P07607_CHEMBL3160	CHEMBL71035	0
Q15910_CHEMBL2189110	CHEMBL3605459	0
Q15910_CHEMBL2189110	CHEMBL3605453	1
P10938_CHEMBL2331	CHEMBL278921	0
Q99873_CHEMBL5524	CHEMBL1088868	0
P10938_CHEMBL2331	CHEMBL30294	0
P07607_CHEMBL3160	CHEMBL265510	1
Q9WVM4_CHEMBL2298	CHEMBL23090	0
P11086_CHEMBL4617	CHEMBL41647	1
P07607_CHEMBL3160	CHEMBL1161224	0
P10938_CHEMBL2331	CHEMBL293700	0
P07607_CHEMBL3160	CHEMBL3143138	0
P22734_CHEMBL2372	CHEMBL166486	1
P16455_CHEMBL2864	CHEMBL434225	0
P07607_CHEMBL3160	CHEMBL1161226	0
Q99873_CHEMBL5524	CHEMBL441718	0
P00480_CHEMBL2222	CHEMBL1160572	0
P07607_CHEMBL3160	CHEMBL265098	1
P07607_CHEMBL3160	CHEMBL102954	0
P07607_CHEMBL3160	CHEMBL139551	0
P07607_CHEMBL3160	CHEMBL3143160	1
Q8WTS6_CHEMBL5523	CHEMBL3238424	0
O60725_CHEMBL4699	CHEMBL1257979	0
P07607_CHEMBL3160	CHEMBL6639	0
P22734_CHEMBL2372	CHEMBL355017	1
P10938_CHEMBL2331	CHEMBL294562	0
P07607_CHEMBL3160	CHEMBL3144190	0
P26358_CHEMBL1993	CHEMBL555257	0
Q15047_CHEMBL2321646	CHEMBL418052	0
P26358_CHEMBL1993	CHEMBL560505	0
P07607_CHEMBL3160	CHEMBL264609	1
P07607_CHEMBL3160	CHEMBL338429	1
Q9H7B4_CHEMBL2321643	CHEMBL3798468	1
P00480_CHEMBL2222	CHEMBL1160567	0
P10938_CHEMBL2331	CHEMBL2093025	0
P10938_CHEMBL2331	CHEMBL95450	0
Q9H7B4_CHEMBL2321643	CHEMBL3797524	1
Q9NR22_CHEMBL3108648	CHEMBL3780444	0
Q96LA8_CHEMBL1275221	CHEMBL3402235	0
Q9NR22_CHEMBL3108648	CHEMBL3780926	0
P11086_CHEMBL4617	CHEMBL290890	1
P11086_CHEMBL4617	CHEMBL165132	0
P16455_CHEMBL2864	CHEMBL337713	0
P10938_CHEMBL2331	CHEMBL278693	0
P22734_CHEMBL2372	CHEMBL168389	1
P10938_CHEMBL2331	CHEMBL293023	0
Q96LA8_CHEMBL1275221	CHEMBL4094513	1
P10938_CHEMBL2331	CHEMBL275390	0
P40261_CHEMBL2346486	CHEMBL4218848	0
P11086_CHEMBL4617	CHEMBL178695	0
P07607_CHEMBL3160	CHEMBL420280	1
P10938_CHEMBL2331	CHEMBL135908	0
P11086_CHEMBL4617	CHEMBL275595	1
P07607_CHEMBL3160	CHEMBL72049	0
P10938_CHEMBL2331	CHEMBL46439	0
O60725_CHEMBL4699	CHEMBL4459845	0
Q8TEK3_CHEMBL1795117	CHEMBL4074436	0
P07607_CHEMBL3160	CHEMBL92599	0
P10938_CHEMBL2331	CHEMBL60724	0
P21964_CHEMBL2023	CHEMBL4169861	1
P21964_CHEMBL2023	CHEMBL4170443	1
P21964_CHEMBL2023	CHEMBL4174978	1
P21964_CHEMBL2023	CHEMBL4160303	1
P21964_CHEMBL2023	CHEMBL4162990	1
O96028_CHEMBL3108645	CHEMBL1736964	0
O96028_CHEMBL3108645	CHEMBL1458891	0
O96028_CHEMBL3108645	CHEMBL1556805	0
O96028_CHEMBL3108645	CHEMBL58	0
O96028_CHEMBL3108645	CHEMBL1543835	0
O96028_CHEMBL3108645	CHEMBL1528308	0
O96028_CHEMBL3108645	CHEMBL1604719	0
O96028_CHEMBL3108645	CHEMBL1866533	0
O96028_CHEMBL3108645	CHEMBL1310120	0
O96028_CHEMBL3108645	CHEMBL1982305	0
O96028_CHEMBL3108645	CHEMBL1902527	0
O96028_CHEMBL3108645	CHEMBL1734152	0
O96028_CHEMBL3108645	CHEMBL255881	0
O96028_CHEMBL3108645	CHEMBL1335833	0
O96028_CHEMBL3108645	CHEMBL1709883	0
O96028_CHEMBL3108645	CHEMBL1456904	0
O96028_CHEMBL3108645	CHEMBL3194941	0
O96028_CHEMBL3108645	CHEMBL1541973	0
O96028_CHEMBL3108645	CHEMBL272465	0
O96028_CHEMBL3108645	CHEMBL3193639	0
O96028_CHEMBL3108645	CHEMBL1387292	0
O96028_CHEMBL3108645	CHEMBL1393480	0
O96028_CHEMBL3108645	CHEMBL1609245	0
O96028_CHEMBL3108645	CHEMBL1700996	0
O96028_CHEMBL3108645	CHEMBL1896348	0
O96028_CHEMBL3108645	CHEMBL1459294	0
P26358_CHEMBL1993	CHEMBL552309	0
P10938_CHEMBL2331	CHEMBL273939	0
P07607_CHEMBL3160	CHEMBL264095	1
P13864_CHEMBL3351195	CHEMBL3358015	0
Q8TEK3_CHEMBL1795117	CHEMBL2171174	0
P26358_CHEMBL1993	CHEMBL563938	0
O60725_CHEMBL4699	CHEMBL240449	0
O60725_CHEMBL4699	CHEMBL240446	0
Q9WVG6_CHEMBL5538	CHEMBL1076431	0
P21964_CHEMBL2023	CHEMBL4461072	0
P21964_CHEMBL2023	CHEMBL4563060	1
Q86X55_CHEMBL5406	CHEMBL4099850	0
Q96LA8_CHEMBL1275221	CHEMBL4096482	0
Q96LA8_CHEMBL1275221	CHEMBL4062667	0
P21964_CHEMBL2023	CHEMBL1089539	1
P07607_CHEMBL3160	CHEMBL104267	0
P07607_CHEMBL3160	CHEMBL42626	0
Q96LA8_CHEMBL1275221	CHEMBL4461242	0
P07607_CHEMBL3160	CHEMBL886	1
P11086_CHEMBL4617	CHEMBL14346	0
P40261_CHEMBL2346486	CHEMBL2349526	0
P16455_CHEMBL2864	CHEMBL325053	0
P07607_CHEMBL3160	CHEMBL96367	1
Q99873_CHEMBL5524	CHEMBL3589041	0
Q9NR22_CHEMBL3108648	CHEMBL3589038	1
Q9NR22_CHEMBL3108648	CHEMBL3589037	1
Q9NR22_CHEMBL3108648	CHEMBL3589028	1
O60678_CHEMBL5891	CHEMBL2325191	0
P10938_CHEMBL2331	CHEMBL138793	0
P40261_CHEMBL2346486	CHEMBL4206972	0
P10938_CHEMBL2331	CHEMBL444793	0
P16455_CHEMBL2864	CHEMBL150324	1
P16455_CHEMBL2864	CHEMBL150427	0
P07607_CHEMBL3160	CHEMBL1161231	0
P07607_CHEMBL3160	CHEMBL354121	0
O96028_CHEMBL3108645	CHEMBL1529471	0
O96028_CHEMBL3108645	CHEMBL1416601	0
P10938_CHEMBL2331	CHEMBL71964	0
O60725_CHEMBL4699	CHEMBL396652	0
P07607_CHEMBL3160	CHEMBL1791078	0
O96028_CHEMBL3108645	CHEMBL156174	0
O96028_CHEMBL3108645	CHEMBL1705326	0
O96028_CHEMBL3108645	CHEMBL1503182	0
O96028_CHEMBL3108645	CHEMBL1542748	0
O96028_CHEMBL3108645	CHEMBL3191689	0
O96028_CHEMBL3108645	CHEMBL483206	0
O96028_CHEMBL3108645	CHEMBL1407056	0
O96028_CHEMBL3108645	CHEMBL1478931	0
O96028_CHEMBL3108645	CHEMBL3191063	0
O96028_CHEMBL3108645	CHEMBL1885228	0
O96028_CHEMBL3108645	CHEMBL1468954	0
O96028_CHEMBL3108645	CHEMBL1434792	0
O96028_CHEMBL3108645	CHEMBL1582771	0
O96028_CHEMBL3108645	CHEMBL71466	0
O96028_CHEMBL3108645	CHEMBL1463626	0
O96028_CHEMBL3108645	CHEMBL1378300	0
P07607_CHEMBL3160	CHEMBL355712	0
P07607_CHEMBL3160	CHEMBL343140	0
P16455_CHEMBL2864	CHEMBL345550	1
P10938_CHEMBL2331	CHEMBL310736	0
P11086_CHEMBL4617	CHEMBL356439	1
O96028_CHEMBL3108645	CHEMBL1706454	0
O96028_CHEMBL3108645	CHEMBL3193053	0
Q15910_CHEMBL2189110	CHEMBL4081551	1
P07607_CHEMBL3160	CHEMBL102506	0
P10938_CHEMBL2331	CHEMBL19428	0
P07607_CHEMBL3160	CHEMBL105370	0
P16455_CHEMBL2864	CHEMBL336947	1
P07607_CHEMBL3160	CHEMBL420935	0
P07607_CHEMBL3160	CHEMBL353066	1
P11086_CHEMBL4617	CHEMBL149023	1
O60725_CHEMBL4699	CHEMBL241488	0
O60725_CHEMBL4699	CHEMBL241263	0
P11086_CHEMBL4617	CHEMBL253860	0
P11086_CHEMBL4617	CHEMBL281864	1
P07607_CHEMBL3160	CHEMBL267832	1
O60725_CHEMBL4699	CHEMBL1257624	0
P07607_CHEMBL3160	CHEMBL422395	1
P11086_CHEMBL4617	CHEMBL26828	0
P16455_CHEMBL2864	CHEMBL439608	0
P22734_CHEMBL2372	CHEMBL225164	0
P21964_CHEMBL2023	CHEMBL2407598	0
P22734_CHEMBL2372	CHEMBL223448	0
P22734_CHEMBL2372	CHEMBL1788402	0
P10938_CHEMBL2331	CHEMBL118420	0
P07607_CHEMBL3160	CHEMBL141857	0
P07607_CHEMBL3160	CHEMBL1762220	0
P07607_CHEMBL3160	CHEMBL1762230	0
P11086_CHEMBL4617	CHEMBL175527	0
P10938_CHEMBL2331	CHEMBL342625	0
Q99873_CHEMBL5524	CHEMBL1797448	0
P07607_CHEMBL3160	CHEMBL71952	0
P10938_CHEMBL2331	CHEMBL290010	0
P40261_CHEMBL2346486	CHEMBL4240644	0
P40261_CHEMBL2346486	CHEMBL4243545	0
P11086_CHEMBL4617	CHEMBL208180	0
Q99028_CHEMBL2176837	CHEMBL89320	0
Q01984_CHEMBL3241	CHEMBL14860	0
P22734_CHEMBL2372	CHEMBL169208	0
P07607_CHEMBL3160	CHEMBL96086	0
P16455_CHEMBL2864	CHEMBL151579	1
P16455_CHEMBL2864	CHEMBL146977	0
Q99873_CHEMBL5524	CHEMBL1088977	0
P22734_CHEMBL2372	CHEMBL953	1
P07607_CHEMBL3160	CHEMBL1161232	0
P16455_CHEMBL2864	CHEMBL356396	0
P10938_CHEMBL2331	CHEMBL6409	0
P07607_CHEMBL3160	CHEMBL269342	0
P07607_CHEMBL3160	CHEMBL112128	0
Q86X55_CHEMBL5406	CHEMBL3952337	1
Q96LA8_CHEMBL1275221	CHEMBL3889478	1
P16455_CHEMBL2864	CHEMBL150918	1
P22734_CHEMBL2372	CHEMBL1324	1
P10938_CHEMBL2331	CHEMBL303481	0
O60725_CHEMBL4699	CHEMBL2035530	0
O60725_CHEMBL4699	CHEMBL3822531	0
P07607_CHEMBL3160	CHEMBL279508	0
P10938_CHEMBL2331	CHEMBL137286	0
P07607_CHEMBL3160	CHEMBL266956	1
P10938_CHEMBL2331	CHEMBL121570	0
P10938_CHEMBL2331	CHEMBL61489	0
P07607_CHEMBL3160	CHEMBL169981	1
P16455_CHEMBL2864	CHEMBL358907	0
P11086_CHEMBL4617	CHEMBL426128	0
P11086_CHEMBL4617	CHEMBL439320	0
P10938_CHEMBL2331	CHEMBL112357	0
P11086_CHEMBL4617	CHEMBL370794	0
P11086_CHEMBL4617	CHEMBL176112	1
O60725_CHEMBL4699	CHEMBL394962	0
O60725_CHEMBL4699	CHEMBL451495	0
P11086_CHEMBL4617	CHEMBL289520	0
P10938_CHEMBL2331	CHEMBL38681	0
O96028_CHEMBL3108645	CHEMBL3196591	0
O96028_CHEMBL3108645	CHEMBL1340288	0
P21964_CHEMBL2023	CHEMBL3425742	0
P26358_CHEMBL1993	CHEMBL560045	0
O60678_CHEMBL5891	CHEMBL2325166	0
P10938_CHEMBL2331	CHEMBL39125	0
Q86X55_CHEMBL5406	CHEMBL4097560	0
Q15910_CHEMBL2189110	CHEMBL4072040	1
