CHEMBL3621036	CHEMBL4467997	1
CHEMBL3621036	CHEMBL4451401	1
CHEMBL3621036	CHEMBL4436668	1
CHEMBL3621036	CHEMBL4547499	1
CHEMBL3621036	CHEMBL4520035	1
CHEMBL3621036	CHEMBL4526400	1
CHEMBL3621036	CHEMBL4546647	1
CHEMBL3621036	CHEMBL4441993	1
CHEMBL3621036	CHEMBL4483030	1
CHEMBL3621036	CHEMBL4448164	1
CHEMBL3621036	CHEMBL1233930	1
CHEMBL3621036	CHEMBL4467548	1
CHEMBL3621036	CHEMBL4540255	1
CHEMBL3621036	CHEMBL4530832	1
CHEMBL3621036	CHEMBL297258	1
CHEMBL3621036	CHEMBL4472668	1
CHEMBL3621036	CHEMBL4460238	1
CHEMBL3621036	CHEMBL4538051	1
CHEMBL3621036	CHEMBL4543120	1
CHEMBL3621036	CHEMBL4469262	1
CHEMBL3621036	CHEMBL4462555	1
CHEMBL3621036	CHEMBL4470717	1
CHEMBL3621036	CHEMBL4441792	1
CHEMBL3621036	CHEMBL4460077	1
CHEMBL3621036	CHEMBL4440948	1
CHEMBL3621036	CHEMBL4474283	1
CHEMBL3621036	CHEMBL4443536	1
CHEMBL3621036	CHEMBL4534641	1
CHEMBL3621036	CHEMBL4551634	1
Protein_X	CHEMBL3656314	0
Protein_X	CHEMBL3287188	0
Protein_X	CHEMBL1567824	0
Protein_X	CHEMBL3104613	0
Protein_X	CHEMBL3828444	0
Protein_X	CHEMBL24369	0
Protein_X	CHEMBL1422806	0
Protein_X	CHEMBL4215753	0
Protein_X	CHEMBL43411	0
Protein_X	CHEMBL3349431	0
Protein_X	CHEMBL3650170	0
Protein_X	CHEMBL3686988	0
Protein_X	CHEMBL1358724	0
Protein_X	CHEMBL4128040	0
Protein_X	CHEMBL1200836	0
Protein_X	CHEMBL543876	0
Protein_X	CHEMBL3665538	0
Protein_X	CHEMBL3736264	0
Protein_X	CHEMBL512471	0
Protein_X	CHEMBL1986557	0
Protein_X	CHEMBL1159914	0
Protein_X	CHEMBL4443236	0
Protein_X	CHEMBL4454949	0
Protein_X	CHEMBL106205	0
Protein_X	CHEMBL1258954	0
Protein_X	CHEMBL4167452	0
Protein_X	CHEMBL3427252	0
Protein_X	CHEMBL2440578	0
Protein_X	CHEMBL1441706	0
